video_id,video_upload_date,video_duration_seconds,video_language,video_quality,date,count,days_from_video_upload,daily_delta,max_video_count,max_count_date,min_video_count,min_count_date
1,11/09/2017,16,chineese,480p,16/10/2017,100,35,-33,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,07/01/2018,102,118,9,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,04/12/2017,102,84,-26,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,24/10/2017,103,43,-21,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,31/12/2017,104,111,42,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,08/01/2018,105,119,3,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,05/11/2017,105,55,-8,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,13/10/2017,105,32,-33,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,28/10/2017,107,47,-40,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,05/01/2018,107,116,32,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,21/11/2017,108,71,-18,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,18/10/2017,108,37,8,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,19/10/2017,108,38,0,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,01/11/2017,109,51,-32,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,19/12/2017,109,99,-1,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,18/12/2017,110,98,37,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,02/01/2018,110,113,48,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,16/11/2017,110,66,18,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,20/09/2017,111,9,-47,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,14/12/2017,111,94,-15,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,21/12/2017,113,101,27,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,04/11/2017,113,54,-5,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,24/09/2017,113,13,-27,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,28/11/2017,115,78,24,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,03/11/2017,118,53,20,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,27/12/2017,118,107,34,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,26/09/2017,119,15,-11,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,07/11/2017,120,57,43,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,25/11/2017,120,75,-13,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,15/12/2017,120,95,9,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,22/10/2017,123,41,34,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,12/12/2017,124,92,28,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,08/12/2017,124,88,55,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,18/11/2017,124,68,27,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,23/10/2017,124,42,1,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,25/10/2017,124,44,21,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,02/12/2017,125,82,40,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,13/12/2017,126,93,2,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,20/11/2017,126,70,-3,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,03/12/2017,128,83,3,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,16/09/2017,129,5,-4,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,19/11/2017,129,69,5,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,25/09/2017,130,14,17,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,15/10/2017,133,34,-8,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,18/09/2017,133,7,36,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,15/09/2017,133,4,39,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,24/11/2017,133,74,57,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,10/10/2017,135,29,44,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,10/11/2017,136,60,53,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,13/11/2017,137,63,46,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,12/10/2017,138,31,-9,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,20/10/2017,139,39,31,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,23/09/2017,140,12,48,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,14/10/2017,141,33,36,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,31/10/2017,141,50,-4,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,14/11/2017,141,64,4,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,29/09/2017,144,18,47,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,30/10/2017,145,49,66,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,08/10/2017,145,27,-4,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,03/10/2017,145,22,63,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,11/10/2017,147,30,12,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,27/10/2017,147,46,70,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,07/10/2017,149,26,59,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,01/10/2017,151,20,-3,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,30/09/2017,154,19,10,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,19/09/2017,158,8,25,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,04/10/2017,159,23,14,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,12/09/2017,160,1,-9,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,05/10/2017,160,24,1,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,13/09/2017,161,2,1,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,27/09/2017,163,16,44,169,11/09/2017,62,30/12/2017
1,11/09/2017,16,chineese,480p,11/09/2017,169,0,NULL,169,11/09/2017,62,30/12/2017
2,03/10/2017,27,spanish,480p,29/01/2018,22,118,-8,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,31/01/2018,24,120,-16,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,18/01/2018,25,107,-4,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,26/01/2018,25,115,-6,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,31/12/2017,28,89,-25,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,17/01/2018,29,106,-10,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,15/01/2018,29,104,-4,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,20/01/2018,30,109,-6,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,27/01/2018,30,116,5,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,24/12/2017,30,82,-25,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,23/01/2018,31,112,-10,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,24/01/2018,31,113,0,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,25/01/2018,31,114,0,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,12/12/2017,33,70,-31,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,14/01/2018,33,103,-3,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,27/12/2017,35,85,-12,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,07/12/2017,35,65,-2,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,07/01/2018,36,96,-2,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,13/12/2017,36,71,3,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,19/01/2018,36,108,11,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,13/01/2018,36,102,-10,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,21/01/2018,36,110,6,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,10/01/2018,37,99,-4,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,04/01/2018,37,93,-8,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,06/12/2017,37,64,-9,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,22/12/2017,38,80,-5,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,06/01/2018,38,95,-4,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,08/01/2018,39,97,3,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,29/12/2017,39,87,-9,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,19/12/2017,39,77,-10,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,16/01/2018,39,105,10,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,30/01/2018,40,119,18,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,20/11/2017,40,48,-2,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,30/11/2017,40,58,-11,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,01/12/2017,40,59,0,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,25/11/2017,40,53,-15,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,09/01/2018,41,98,2,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,11/01/2018,41,100,4,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,22/01/2018,41,111,5,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,19/11/2017,42,47,-28,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,05/01/2018,42,94,5,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,21/12/2017,43,79,-17,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,14/11/2017,43,42,-10,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,11/11/2017,43,39,-12,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,03/01/2018,45,92,-3,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,15/12/2017,46,73,-7,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,22/11/2017,46,50,-21,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,02/12/2017,46,60,6,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,04/12/2017,46,62,-16,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,05/12/2017,46,63,0,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,12/01/2018,46,101,5,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,25/12/2017,47,83,17,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,26/12/2017,47,84,0,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,17/12/2017,48,75,-2,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,02/01/2018,48,91,-5,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,28/12/2017,48,86,13,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,20/10/2017,48,17,-6,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,18/12/2017,49,76,1,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,24/10/2017,50,21,-30,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,16/10/2017,50,13,-13,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,16/11/2017,50,44,-19,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,16/12/2017,50,74,4,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,28/11/2017,51,56,-5,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,29/11/2017,51,57,0,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,27/10/2017,51,24,-10,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,08/12/2017,52,66,17,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,13/11/2017,53,41,-2,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,06/11/2017,53,34,-12,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,02/11/2017,53,30,-17,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,14/12/2017,53,72,17,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,01/01/2018,53,90,25,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,30/12/2017,53,88,14,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,19/10/2017,54,16,-15,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,26/11/2017,54,54,14,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,10/11/2017,55,38,-8,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,12/11/2017,55,40,12,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,24/11/2017,55,52,-6,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,23/12/2017,55,81,17,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,17/10/2017,55,14,5,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,27/11/2017,56,55,2,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,04/11/2017,56,32,-25,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,30/10/2017,58,27,-17,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,09/12/2017,60,67,8,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,20/12/2017,60,78,21,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,23/11/2017,61,51,15,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,26/10/2017,61,23,-10,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,03/12/2017,62,61,16,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,10/12/2017,63,68,3,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,09/11/2017,63,37,-2,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,15/10/2017,63,12,-18,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,05/10/2017,63,2,-14,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,11/12/2017,64,69,1,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,17/11/2017,65,45,15,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,05/11/2017,65,33,9,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,08/11/2017,65,36,-12,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,21/11/2017,67,49,27,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,15/11/2017,69,43,26,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,18/10/2017,69,15,14,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,01/11/2017,70,29,-5,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,18/11/2017,70,46,5,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,11/10/2017,71,8,-19,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,25/10/2017,71,22,21,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,28/10/2017,72,25,21,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,07/10/2017,73,4,-8,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,31/10/2017,75,28,17,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,21/10/2017,75,18,27,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,29/10/2017,75,26,3,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,04/10/2017,77,1,-22,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,07/11/2017,77,35,24,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,12/10/2017,79,9,8,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,22/10/2017,80,19,5,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,06/10/2017,81,3,18,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,14/10/2017,81,11,-2,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,03/11/2017,81,31,28,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,09/10/2017,82,6,-7,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,13/10/2017,83,10,4,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,08/10/2017,89,5,16,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,10/10/2017,90,7,8,99,03/10/2017,22,29/01/2018
2,03/10/2017,27,spanish,480p,03/10/2017,99,0,NULL,99,03/10/2017,22,29/01/2018
3,06/10/2017,30,spanish,240p,31/01/2018,6,117,-2,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,01/02/2018,6,118,0,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,27/01/2018,6,113,-6,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,03/02/2018,7,120,-1,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,25/01/2018,7,111,-6,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,18/01/2018,8,104,-5,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,30/01/2018,8,116,-3,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,02/02/2018,8,119,2,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,29/01/2018,11,115,-1,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,20/01/2018,11,106,-1,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,23/01/2018,11,109,-1,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,15/01/2018,12,101,-4,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,22/01/2018,12,108,-3,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,19/01/2018,12,105,4,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,26/01/2018,12,112,5,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,28/01/2018,12,114,6,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,17/01/2018,13,103,-1,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,24/01/2018,13,110,2,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,09/01/2018,13,95,-7,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,16/01/2018,14,102,2,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,03/01/2018,15,89,-6,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,21/01/2018,15,107,4,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,14/01/2018,16,100,-2,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,24/12/2017,16,79,-4,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,04/01/2018,16,90,1,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,13/01/2018,18,99,-1,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,12/01/2018,19,98,-1,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,06/01/2018,19,92,-5,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,10/01/2018,19,96,6,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,23/12/2017,20,78,-1,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,26/12/2017,20,81,-9,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,10/12/2017,20,65,-17,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,11/12/2017,20,66,0,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,03/12/2017,20,58,-18,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,07/01/2018,20,93,1,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,11/01/2018,20,97,1,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,19/12/2017,21,74,-6,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,20/12/2017,21,75,0,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,02/01/2018,21,88,-1,60,20/10/2017,6,31/01/2018
3,06/10/2017,30,spanish,240p,22/12/2017,21,77,-8,60,20/10/2017,6,31/01/2018
